source,hunt_code,hunt_name,species,hunt_type,draw_pool,draw_model_class,classification,algorithm_status,total_permits,youth_reserved_permits,adult_general_permits,p_preference_draw,display_odds_pct,p_draw_mean,odds_2026_projected,point_ladder_presence
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1135,Folley Ridge CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,standard,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,standard,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,standard,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,standard,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1136,Grass Valley/Clark Canyon CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1137,Grazing Pasture CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,standard,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,standard,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1138,Guildersleeve CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,standard,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,standard,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
draw_system_coverage,EA1139,Hardscrabble CWMU,Elk,CWMU,youth,,YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,,,,,,,,
